〔市町村別内訳〕第11表　課税標準額段階別令和６年度分所得割額等に関する調（合計）（所得割納税義務者数・課税対象所得・課税標準額・所得割額）,,,,,,,,,,,,,,,
年度,団体コード,都道府県名,団体名,表側,所得割の納税義務者数,総所得金額等,分離長期譲渡所得金額に係る所得金額,分離短期譲渡所得金額に係る所得金額,一般株式等に係る譲渡所得金額,上場株式等に係る譲渡所得金額,上場株式等に係る配当所得金額,先物取引に係る雑所得金額,課税対象所得,課税標準額,所得割額（税額控除・減免後）
,,,,,,（ア）,（イ）,（ウ）,（エ）,（オ）,（カ）,（キ）,（ア～キの計）,,
,,,,,人,千円,千円,千円,千円,千円,千円,千円,千円,千円,千円
2024,011002,北海道,札幌市,市町村民税,"874,563 ","3,051,212,018 ","80,268,472 ","1,135,565 ","31,604,001 ","9,361,744 ","2,022,893 ","2,043,686 ","3,177,648,379 ","2,086,378,613 ","137,394,883 "
2024,011002,北海道,札幌市,道府県民税,"872,800 ","3,047,460,410 ","80,234,559 ","1,135,565 ","31,416,544 ","7,257,632 ","1,342,299 ","2,034,945 ","3,170,881,954 ","2,081,366,503 ","34,229,414 "
2024,012025,北海道,函館市,市町村民税,"97,965 ","313,055,730 ","3,295,076 ","84,808 ","4,450,181 ","1,647,935 ","179,526 ","170,819 ","322,884,075 ","205,369,509 ","10,306,571 "
2024,012025,北海道,函館市,道府県民税,"97,927 ","313,013,623 ","3,295,076 ","84,808 ","4,450,181 ","1,647,935 ","179,526 ","170,819 ","322,841,968 ","205,359,818 ","6,868,688 "
2024,012033,北海道,小樽市,市町村民税,"41,509 ","121,648,519 ","1,576,982 ","28,511 ","236,164 ","295,415 ","60,142 ","57,910 ","123,903,643 ","74,685,443 ","3,752,273 "
2024,012033,北海道,小樽市,道府県民税,"41,483 ","121,621,502 ","1,576,982 ","28,511 ","236,164 ","295,415 ","60,142 ","57,910 ","123,876,626 ","74,680,407 ","2,500,249 "
2024,012041,北海道,旭川市,市町村民税,"131,905 ","420,008,387 ","4,198,625 ","176,537 ","2,841,730 ","950,724 ","173,943 ","277,908 ","428,627,854 ","268,730,538 ","13,455,384 "
2024,012041,北海道,旭川市,道府県民税,"131,849 ","419,944,937 ","4,198,625 ","176,537 ","2,841,730 ","950,724 ","173,943 ","277,908 ","428,564,404 ","268,716,192 ","8,966,645 "
2024,012050,北海道,室蘭市,市町村民税,"31,006 ","103,381,856 ","715,292 ","10,972 ","371,990 ","55,186 ","26,132 ","30,980 ","104,592,408 ","65,970,173 ","3,375,131 "
2024,012050,北海道,室蘭市,道府県民税,"30,994 ","103,370,870 ","715,292 ","10,972 ","371,990 ","55,186 ","26,132 ","30,980 ","104,581,422 ","65,968,454 ","2,249,496 "
2024,012068,北海道,釧路市,市町村民税,"65,922 ","207,126,998 ","2,031,163 ","116,550 ","1,393,247 ","277,263 ","55,980 ","55,740 ","211,056,941 ","131,302,585 ","6,650,375 "
2024,012068,北海道,釧路市,道府県民税,"65,888 ","207,091,955 ","2,031,163 ","116,551 ","1,393,247 ","277,264 ","55,979 ","55,740 ","211,021,899 ","131,294,872 ","4,432,034 "
2024,012076,北海道,帯広市,市町村民税,"74,183 ","249,227,456 ","4,161,893 ","95,582 ","1,369,513 ","345,515 ","64,430 ","73,366 ","255,337,755 ","164,353,929 ","8,288,887 "
2024,012076,北海道,帯広市,道府県民税,"74,156 ","249,201,388 ","4,161,893 ","95,582 ","1,369,514 ","345,515 ","64,430 ","73,366 ","255,311,688 ","164,347,505 ","5,523,988 "
2024,012084,北海道,北見市,市町村民税,"48,705 ","163,314,544 ","1,989,730 ","66,299 ","2,181,584 ","97,802 ","19,019 ","27,900 ","167,696,878 ","107,817,895 ","5,513,688 "
2024,012084,北海道,北見市,道府県民税,"48,687 ","163,299,203 ","1,989,730 ","66,299 ","2,181,584 ","97,802 ","19,019 ","27,900 ","167,681,537 ","107,815,005 ","3,674,593 "
2024,012092,北海道,夕張市,市町村民税,"2,363 ","6,344,161 ","67,551 ",0 ,0 ,"1,253 ",399 ,0 ,"6,413,364 ","3,775,964 ","194,916 "
2024,012092,北海道,夕張市,道府県民税,"2,362 ","6,342,816 ","67,550 ",0 ,0 ,"1,253 ",399 ,0 ,"6,412,018 ","3,775,687 ","129,904 "
2024,012106,北海道,岩見沢市,市町村民税,"30,872 ","95,315,384 ","841,877 ","40,105 ","71,149 ","151,146 ","17,774 ","251,457 ","96,688,892 ","58,685,212 ","2,969,765 "
2024,012106,北海道,岩見沢市,道府県民税,"30,864 ","95,306,938 ","841,878 ","40,105 ","71,149 ","151,144 ","17,774 ","251,458 ","96,680,446 ","58,682,928 ","1,979,210 "
2024,012114,北海道,網走市,市町村民税,"14,931 ","53,971,695 ","517,707 ",0 ,"2,552,602 ","77,363 ","30,653 ","9,093 ","57,159,113 ","38,786,298 ","1,980,621 "
2024,012114,北海道,網走市,道府県民税,"14,925 ","53,966,460 ","517,707 ",0 ,"2,552,602 ","77,363 ","30,653 ","9,093 ","57,153,878 ","38,785,386 ","1,320,035 "
2024,012122,北海道,留萌市,市町村民税,"8,312 ","26,483,738 ","116,044 ","45,001 ","71,585 ","18,380 ","2,943 ","1,876 ","26,739,567 ","16,432,810 ","851,548 "
2024,012122,北海道,留萌市,道府県民税,"8,308 ","26,478,066 ","116,044 ","45,001 ","71,585 ","18,380 ","2,943 ","1,876 ","26,733,895 ","16,431,852 ","567,523 "
2024,012131,北海道,苫小牧市,市町村民税,"73,845 ","241,012,133 ","2,109,249 ","6,328 ","863,539 ","238,330 ","30,160 ","166,567 ","244,426,306 ","152,755,853 ","7,712,870 "
2024,012131,北海道,苫小牧市,道府県民税,"73,814 ","240,976,221 ","2,109,249 ","6,328 ","863,539 ","238,331 ","30,160 ","166,567 ","244,390,395 ","152,749,116 ","5,140,146 "
2024,012149,北海道,稚内市,市町村民税,"14,389 ","51,709,465 ","413,685 ","21,832 ","5,998 ","117,988 ","5,531 ","8,920 ","52,283,419 ","34,140,035 ","1,789,513 "
2024,012149,北海道,稚内市,道府県民税,"14,384 ","51,704,926 ","413,685 ","21,832 ","5,998 ","117,988 ","5,531 ","8,920 ","52,278,880 ","34,139,250 ","1,192,531 "
2024,012157,北海道,美唄市,市町村民税,"7,316 ","21,519,352 ","91,598 ","3,976 ",0 ,"7,898 ",141 ,"35,249 ","21,658,214 ","12,878,268 ","664,114 "
2024,012157,北海道,美唄市,道府県民税,"7,311 ","21,514,967 ","91,598 ","3,976 ",0 ,"7,898 ",141 ,"35,249 ","21,653,829 ","12,877,365 ","442,622 "
2024,012165,北海道,芦別市,市町村民税,"4,237 ","11,606,824 ","32,417 ",0 ,"8,558 ","35,137 ","3,153 ",60 ,"11,686,149 ","6,742,083 ","344,309 "
2024,012165,北海道,芦別市,道府県民税,"4,237 ","11,606,824 ","32,417 ",0 ,"8,558 ","35,137 ","3,153 ",60 ,"11,686,149 ","6,742,083 ","229,446 "
2024,012173,北海道,江別市,市町村民税,"47,558 ","148,809,491 ","2,287,854 ","53,032 ","577,759 ","242,120 ","68,481 ","27,286 ","152,066,023 ","92,166,897 ","4,495,975 "
2024,012173,北海道,江別市,道府県民税,"47,536 ","148,781,695 ","2,287,854 ","53,032 ","577,759 ","242,120 ","68,481 ","27,286 ","152,038,227 ","92,160,301 ","2,996,102 "
2024,012181,北海道,赤平市,市町村民税,"3,153 ","8,659,538 ","137,554 ",535 ,"6,274 ","4,580 ",994 ,0 ,"8,809,475 ","5,129,716 ","260,452 "
2024,012181,北海道,赤平市,道府県民税,"3,150 ","8,656,663 ","137,554 ",535 ,"6,274 ","4,580 ",994 ,0 ,"8,806,600 ","5,129,185 ","173,571 "
2024,012190,北海道,紋別市,市町村民税,"9,003 ","33,364,821 ","96,629 ","1,007 ","267,394 ","24,908 ",481 ,"18,149 ","33,773,389 ","22,711,354 ","1,201,925 "
2024,012190,北海道,紋別市,道府県民税,"8,999 ","33,359,614 ","96,629 ","1,007 ","267,394 ","24,908 ",481 ,"18,149 ","33,768,182 ","22,710,406 ","801,056 "
2024,012203,北海道,士別市,市町村民税,"6,638 ","22,023,255 ","139,268 ","5,589 ","51,107 ","43,241 ","11,588 ","5,325 ","22,279,373 ","13,738,232 ","712,001 "
2024,012203,北海道,士別市,道府県民税,"6,636 ","22,022,067 ","139,269 ","5,589 ","51,107 ","43,242 ","11,588 ","5,325 ","22,278,187 ","13,737,978 ","474,572 "
2024,012211,北海道,名寄市,市町村民税,"11,200 ","36,484,533 ","331,760 ","5,438 ","28,740 ","61,170 ","10,888 ","4,556 ","36,927,085 ","23,000,180 ","1,184,043 "
2024,012211,北海道,名寄市,道府県民税,"11,196 ","36,481,302 ","331,760 ","5,439 ","28,740 ","61,170 ","10,887 ","4,556 ","36,923,854 ","22,999,672 ","789,084 "
2024,012220,北海道,三笠市,市町村民税,"2,588 ","7,360,814 ","29,555 ",0 ,"32,208 ","3,828 ",50 ,0 ,"7,426,455 ","4,394,393 ","224,842 "
2024,012220,北海道,三笠市,道府県民税,"2,588 ","7,360,814 ","29,555 ",0 ,"32,208 ","3,829 ",50 ,0 ,"7,426,456 ","4,394,393 ","149,827 "
2024,012238,北海道,根室市,市町村民税,"10,047 ","32,885,622 ","169,437 ",935 ,"22,429 ","58,570 ","7,174 ","6,199 ","33,150,366 ","20,833,930 ","1,087,353 "
2024,012238,北海道,根室市,道府県民税,"10,042 ","32,881,539 ","169,437 ",935 ,"22,429 ","58,570 ","7,174 ","6,199 ","33,146,283 ","20,833,191 ","724,647 "
2024,012246,北海道,千歳市,市町村民税,"47,067 ","156,368,511 ","4,090,993 ","61,733 ","353,688 ","162,439 ","14,239 ","197,064 ","161,248,667 ","103,307,610 ","5,162,306 "
2024,012246,北海道,千歳市,道府県民税,"47,046 ","156,339,855 ","4,090,993 ","61,733 ","353,687 ","162,440 ","14,239 ","197,064 ","161,220,011 ","103,299,227 ","3,440,745 "
2024,012254,北海道,滝川市,市町村民税,"15,802 ","48,796,669 ","447,657 ","4,581 ","59,597 ","37,784 ","14,775 ","1,990 ","49,363,053 ","29,942,499 ","1,523,810 "
2024,012254,北海道,滝川市,道府県民税,"15,795 ","48,789,720 ","447,657 ","4,581 ","59,597 ","37,784 ","14,775 ","1,990 ","49,356,104 ","29,941,210 ","1,015,544 "
2024,012262,北海道,砂川市,市町村民税,"6,421 ","20,701,493 ","46,771 ",0 ,"43,716 ","76,709 ","7,546 ","2,651 ","20,878,886 ","12,890,818 ","655,080 "
2024,012262,北海道,砂川市,道府県民税,"6,419 ","20,699,451 ","46,771 ",0 ,"43,717 ","76,708 ","7,546 ","2,651 ","20,876,844 ","12,890,439 ","436,575 "
2024,012271,北海道,歌志内市,市町村民税,881 ,"2,372,901 ","64,986 ",0 ,"4,855 ","2,597 ","3,262 ",953 ,"2,449,554 ","1,428,312 ","71,661 "
2024,012271,北海道,歌志内市,道府県民税,881 ,"2,372,901 ","64,986 ",0 ,"4,855 ","2,597 ","3,262 ",953 ,"2,449,554 ","1,428,312 ","47,744 "
2024,012289,北海道,深川市,市町村民税,"7,495 ","23,146,469 ","136,287 ","11,105 ","3,287 ","32,380 ","7,729 ","1,017 ","23,338,274 ","14,121,106 ","725,216 "
